pdb_id,pdb_id_2,chain_1_elements,chain_2_elements,chain_2.1,total_chains,chain_1_id,chain_2_id,chain_1,chain_2,chain_1_protein_name,chain_2_protein_name,chain_1_organism,chain_2_organism,chain_1_aa_len,chain_2_aa_len,percent_of_simmilariry,protein_pair_type,chain_1.1
8P0D,8P0D_1_2,A,B,2,"A,B",8P0D_1,8P0D_2,1,2,14-3-3 protein sigma,E3 ubiquitin-protein ligase Mdm2,Homo sapiens (9606),Homo sapiens (9606),259,31,9.84848484848485,heteromeric proteins,1
7SJ3,7SJ3_2_1,B,A,1,"B,A",7SJ3_2,7SJ3_1,2,1,G1/S-specific cyclin-D3,Cyclin-dependent kinase 4,Homo sapiens (9606),Homo sapiens (9606),259,311,22.5806451612903,heteromeric proteins,2
7PU5,7PU5_1_2,"C,K,I,E,A,G","H,J,D,F,L,B",2,"C,K,I,E,A,G,H,J,D,F,L,B",7PU5_1,7PU5_2,1,2,Non-POU domain-containing octamer-binding protein,"Splicing factor, proline- and glutamine-rich",Homo sapiens (9606),Homo sapiens (9606),259,259,57.4468085106383,heteromeric proteins,1
7PJH,7PJH_2_1,B,A,1,"B,A",7PJH_2,7PJH_1,2,1,Pre-mRNA-processing-splicing factor 8,Protein AAR2 homolog,Homo sapiens (9606),Homo sapiens (9606),259,401,21.996303142329,heteromeric proteins,2
7CP5,7CP5_3_2,"P,C","B,O",2,"P,C,B,O",7CP5_3,7CP5_2,3,2,Cytochrome c oxidase subunit 3,Cytochrome c oxidase subunit 2,Bos taurus (9913),Bos taurus (9913),259,227,23.3502538071066,heteromeric proteins,3
5HU6,5HU6_3_4,C,D,4,"C,D",5HU6_3,5HU6_4,3,4,Haptoglobin,Haptoglobin-hemoglobin receptor,Homo sapiens (9606),Trypanosoma brucei brucei (5702),259,260,21.830985915493,heteromeric proteins,3
5ACB,5ACB_1_2,"A,B","C,D",2,"A,B,C,D",5ACB_1,5ACB_2,1,2,CYCLIN-K,CYCLIN-DEPENDENT KINASE 12,HOMO SAPIENS (9606),HOMO SAPIENS (9606),259,340,22.7459016393443,heteromeric proteins,1
4HTC,4HTC_2_3,H,I,3,"H,I",4HTC_2,4HTC_3,2,3,ALPHA-THROMBIN (LARGE SUBUNIT),HIRUDIN VARIANT 2,Homo sapiens (9606),Hirudo medicinalis (6421),259,65,14.4876325088339,heteromeric proteins,2
2UUE,2UUE_2_1,"B,D","A,C",1,"B,D,A,C",2UUE_2,2UUE_1,2,1,CYCLIN A2,CELL DIVISION PROTEIN KINASE 2,HOMO SAPIENS (9606),HOMO SAPIENS (9606),259,298,23.2300884955752,heteromeric proteins,2
1YCP,1YCP_2_4,H,K,4,"H,K",1YCP_2,1YCP_4,2,4,ALPHA THROMBIN,EPSILON THROMBIN,Bos taurus (9913),Bos taurus (9913),259,150,57.9150579150579,heteromeric proteins,2
5Y7Y,5Y7Y_1_2,A,B,2,"A,B",5Y7Y_1,5Y7Y_2,1,2,Aryl hydrocarbon receptor repressor,Aryl hydrocarbon receptor nuclear translocator,Homo sapiens (9606),Bos taurus (9913),258,311,24.507658643326,heteromeric proteins,1
5C4V,5C4V_1_2,"E,B,A,C","F,E,B,D",2,"E,B,A,C,F,E,B,D",5C4V_1,5C4V_2,1,2,Mothers against decapentaplegic homolog 4,Ski-like protein,Homo sapiens (9606),Homo sapiens (9606),258,127,17.737003058104,heteromeric proteins,1
5ANR,5ANR_1_3,A,C,3,"A,C",5ANR_1,5ANR_3,1,3,CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 1,EUKARYOTIC TRANSLATION INITIATION FACTOR 4E TRANSPORTER,HOMO SAPIENS (9606),HOMO SAPIENS (9606),258,44,11.0294117647059,heteromeric proteins,1
4K81,4K81_1_2,"E,A,G,C","F,D,B,H",2,"E,A,G,C,F,D,B,H",4K81_1,4K81_2,1,2,Growth factor receptor-bound protein 14,GTPase HRas,Homo sapiens (9606),Homo sapiens (9606),258,171,21.1864406779661,heteromeric proteins,1
3V62,3V62_2_3,"E,B","F,C",3,"E,B,F,C",3V62_2,3V62_3,2,3,Proliferating cell nuclear antigen,ATP-dependent DNA helicase SRS2,Saccharomyces cerevisiae (559292),Saccharomyces cerevisiae (559292),258,69,14.3356643356643,heteromeric proteins,2
1FYH,1FYH_1_2,"A,D","E,B,D",2,"A,D,E,B,D",1FYH_1,1FYH_2,1,2,Interferon gamma,Interferon gamma receptor 1,Homo sapiens (9606),Homo sapiens (9606),258,229,22.6700251889169,heteromeric proteins,1
8EV1,8EV1_1_2,A,B,2,"A,B",8EV1_1,8EV1_2,1,2,Estrogen Receptor,Estrogen receptor,Homo sapiens (9606),Homo sapiens (9606),257,257,100,heteromeric proteins,1
2W9Z,2W9Z_1_2,A,B,2,"A,B",2W9Z_1,2W9Z_2,1,2,G1/S-SPECIFIC CYCLIN-D1,CELL DIVISION PROTEIN KINASE 4,HOMO SAPIENS (9606),HOMO SAPIENS (9606),257,306,22.3913043478261,heteromeric proteins,1
7UA8,7UA8_2_1,"I,B,H","A,B",1,"I,B,H,A,B",7UA8_2,7UA8_1,2,1,230Al-20,Gametocyte surface protein P230,Homo sapiens (9606),Plasmodium falciparum (5833),256,191,20.1612903225806,heteromeric proteins,2
6FZV,6FZV_1_2,"A,B,C",D,2,"A,B,C,D",6FZV_1,6FZV_2,1,2,Collagen alpha-1(III) chain,Procollagen C-endopeptidase enhancer 1,Homo sapiens (9606),Homo sapiens (9606),256,265,22.0140515222482,heteromeric proteins,1
5TVQ,5TVQ_1_2,A,B,2,"A,B",5TVQ_1,5TVQ_2,1,2,Tyrosyl-DNA phosphodiesterase 2,Small ubiquitin-related modifier 2,Mus musculus (10090),Mus musculus (10090),256,86,16.7235494880546,heteromeric proteins,1
3HVE,3HVE_1_2,A,B,2,"A,B",3HVE_1,3HVE_2,1,2,Gigaxonin,Gigaxonin,Homo sapiens (9606),Homo sapiens (9606),256,256,69.5364238410596,homomeric proteins,1
3CKI,3CKI_1_2,A,B,2,"A,B",3CKI_1,3CKI_2,1,2,ADAM 17,Metalloproteinase inhibitor 3,Homo sapiens (9606),Homo sapiens (9606),256,121,17.8125,heteromeric proteins,1
1BKC,1BKC_1_2,"A,C","E,C",2,"A,C,E,C",1BKC_1,1BKC_2,1,2,TUMOR NECROSIS FACTOR-ALPHA-CONVERTING ENZYME,TUMOR NECROSIS FACTOR-ALPHA-CONVERTING ENZYME,Homo sapiens (9606),Homo sapiens (9606),256,256,99.2217898832685,homomeric proteins,1
8SLC,8SLC_1_2,"A,B","C,D",2,"A,B,C,D",8SLC_1,8SLC_2,1,2,Green fluorescent protein,LaG43,Aequorea victoria (6100),Lama glama (9844),255,148,24.3827160493827,heteromeric proteins,1
8SFV,8SFV_1_2,A,B,2,"A,B",8SFV_1,8SFV_2,1,2,Green fluorescent protein,LaG19,Aequorea victoria (6100),Lama glama (9844),255,142,25.2365930599369,heteromeric proteins,1
8E+051,8E51_1_2,C,B,2,"C,B",8E51_1,8E51_2,1,2,Protocadherin-15,Cadherin-23,Pangasianodon hypophthalmus (310915),Pangasianodon hypophthalmus (310915),255,218,26.1333333333333,heteromeric proteins,1
7SZB,7SZB_1_2,"A,C","B,D",2,"A,C,B,D",7SZB_1,7SZB_2,1,2,EKC/KEOPS complex subunit TP53RK,EKC/KEOPS complex subunit TPRKB,Homo sapiens (9606),Homo sapiens (9606),255,178,22.316384180791,heteromeric proteins,1
5CW5,5CW5_1_2,"A,C","B,D",2,"A,C,B,D",5CW5_1,5CW5_2,1,2,BRCA1/BRCA2-containing complex subunit 3,Protein FAM175B,Camponotus floridanus (104421),Camponotus floridanus (104421),255,289,23.0769230769231,heteromeric proteins,1
3WSO,3WSO_1_2,A,B,2,"A,B",3WSO_1,3WSO_2,1,2,F-box only protein 44,S-phase kinase-associated protein 1,Homo sapiens (9606),Homo sapiens (9606),255,166,19.6022727272727,heteromeric proteins,1
3OF6,3OF6_1_2,"A,B,C","F,E,D",2,"A,B,C,F,E,D",3OF6_1,3OF6_2,1,2,T cell receptor beta chain,Pre T-cell antigen receptor alpha,Homo sapiens (9606),Homo sapiens (9606),255,130,23.3974358974359,heteromeric proteins,1
3A4U,3A4U_1_2,A,B,2,"A,B",3A4U_1,3A4U_2,1,2,Protein ERGIC-53,Multiple coagulation factor deficiency protein 2,Homo sapiens (9606),Homo sapiens (9606),255,143,18.452380952381,heteromeric proteins,1
1C5M,1C5M_1_2,D,F,2,"D,F",1C5M_1,1C5M_2,1,2,PROTEIN (COAGULATION FACTOR X),PROTEIN (COAGULATION FACTOR X),Homo sapiens (9606),Homo sapiens (9606),255,96,19.3877551020408,homomeric proteins,1
6KBR,6KBR_1_2,A,C,2,"A,C",6KBR_1,6KBR_2,1,2,Kallikrein-4,K41043,Homo sapiens (9606),Homo sapiens (9606),254,65,14.7482014388489,heteromeric proteins,1
6CW3,6CW3_3_4,"F,E,G,H","F,E,G,H",4,"F,E,G,H,F,E,G,H",6CW3_3,6CW3_4,3,4,Histone acetyltransferase GCN5,Transcriptional adapter 2,Saccharomyces cerevisiae S288c (559292),Saccharomyces cerevisiae S288c (559292),254,122,20.9003215434084,heteromeric proteins,3
5HJP,5HJP_1_2,"A,C","B,D",2,"A,C,B,D",5HJP_1,5HJP_2,1,2,Retinoic acid receptor RXR-beta,Oxysterols receptor LXR-beta,Homo sapiens (9606),Homo sapiens (9606),254,264,29.5,heteromeric proteins,1
3K9M,3K9M_1_2,"A,B,C","B,C,D",2,"A,B,C,B,C,D",3K9M_1,3K9M_2,1,2,Cathepsin B,Cystatin-A,Homo sapiens (9606),Homo sapiens (9606),254,98,17.3333333333333,heteromeric proteins,1
1W7X,1W7X_1_2,H,L,2,"H,L",1W7X_1,1W7X_2,1,2,BLOOD COAGULATION FACTOR VIIA,BLOOD COAGULATION FACTOR VIIA,HOMO SAPIENS (9606),HOMO SAPIENS (9606),254,55,13.6029411764706,homomeric proteins,1
1ONK,1ONK_1_2,A,B,2,"A,B",1ONK_1,1ONK_2,1,2,Beta-galactoside specific lectin I A chain,Galactose specific lectin I B chain,Viscum album (3972),Viscum album (3972),254,263,21.0772833723653,heteromeric proteins,1
1M2T,1M2T_1_2,A,B,2,"A,B",1M2T_1,1M2T_2,1,2,mistletoe lectin I A chain,mistletoe lectin I B chain,Viscum album (3972),Viscum album (3972),254,263,22.5118483412322,heteromeric proteins,1
7LDG,7LDG_1_2,"A,C","B,D",2,"A,C,B,D",7LDG_1,7LDG_2,1,2,Heat shock factor 2-binding protein,Breast cancer type 2 susceptibility protein,Homo sapiens (9606),Homo sapiens (9606),253,66,13.9285714285714,heteromeric proteins,1
7BV5,7BV5_1_2,"A,B","C,D",2,"A,B,C,D",7BV5_1,7BV5_2,1,2,tRNA-specific adenosine deaminase subunit TAD2,tRNA-specific adenosine deaminase subunit TAD3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),253,328,20.7900207900208,heteromeric proteins,1
6KBE,6KBE_1_2,B,"B,G",2,"B,B,G",6KBE_1,6KBE_2,1,2,Ubiquitin thioesterase,Polyubiquitin-C,Oryza sativa subsp. japonica (39947),Homo sapiens (9606),253,152,21.9879518072289,heteromeric proteins,1
6K9P,6K9P_1_2,B,"B,G",2,"B,B,G",6K9P_1,6K9P_2,1,2,Ubiquitin thioesterase,Ubiquitin,Oryza sativa subsp. japonica (39947),Homo sapiens (9606),253,76,16.2544169611307,heteromeric proteins,1
4IIQ,4IIQ_2_3,B,C,3,"B,C",4IIQ_2,4IIQ_3,2,3,Human Mucosal Associated Invariant T cell receptor beta chain,"Beta-2-microglobulin, MHC class I-related protein",Homo sapiens (9606),Bos taurus (9913),253,392,20.7865168539326,heteromeric proteins,2
3S90,3S90_1_2,"A,B","C,D",2,"A,B,C,D",3S90_1,3S90_2,1,2,Vinculin,Talin-1,Homo sapiens (9606),Mus musculus (10090),253,40,12.6923076923077,heteromeric proteins,1
5YQG,5YQG_1_2,"A,B,C,D","F,E",2,"A,B,C,D,F,E",5YQG_1,5YQG_2,1,2,14-3-3 protein eta,Peptide from Protein numb homolog,Mus musculus (10090),Mus musculus (10090),252,31,9.26640926640927,heteromeric proteins,1
5Y04,5Y04_1_2,A,B,2,"A,B",5Y04_1,5Y04_2,1,2,Vinculin,Catenin alpha-1,Mus musculus (10090),Mus musculus (10090),252,102,18.3946488294314,heteromeric proteins,1
5JJM,5JJM_1_3,"D,A,G,C","B,C",3,"D,A,G,C,B,C",5JJM_1,5JJM_3,1,3,Androgen receptor,Androgen receptor,Homo sapiens (9606),Homo sapiens (9606),252,252,100,homomeric proteins,1
3FRP,3FRP_2_3,"B,G",B,3,"B,G,B",3FRP_2,3FRP_3,2,3,Cobra venom factor gamma chain,Cobra venom factor beta chain,Naja kaouthia (8649),Naja kaouthia (8649),252,379,21.8146718146718,heteromeric proteins,2
2WQY,2WQY_2_3,"B,O","P,C",3,"B,O,P,C",2WQY_2,2WQY_3,2,3,SUCCINATE DEHYDROGENASE IP SUBUNIT,"SUCCINATE DEHYDROGENASE CYTOCHROME B, LARGE SUBUNIT",GALLUS GALLUS (9031),GALLUS GALLUS (9031),252,141,20.1834862385321,heteromeric proteins,2
2QLV,2QLV_2_3,"E,B","F,C",3,"E,B,F,C",2QLV_2,2QLV_3,2,3,Protein SIP2,Nuclear protein SNF4,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),252,315,22.9934924078091,heteromeric proteins,2
2D5R,2D5R_1_2,A,B,2,"A,B",2D5R_1,2D5R_2,1,2,CCR4-NOT transcription complex subunit 7,Tob1 protein,Homo sapiens (9606),Homo sapiens (9606),252,116,18.3279742765273,heteromeric proteins,1
3M18,3M18_1_2,A,B,2,"A,B",3M18_1,3M18_2,1,2,Variable lymphocyte receptor A diversity region,Lysozyme C,Petromyzon marinus (7757),Gallus gallus (9031),251,129,19.496855345912,heteromeric proteins,1
5XXE,5XXE_1_2,"A,B,C","B,C,D",2,"A,B,C,B,C,D",5XXE_1,5XXE_2,1,2,Protection of telomeres protein poz1,Protection of telomeres protein tpz1,Schizosaccharomyces pombe (strain 972 / ATCC 24843)  (284812),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (284812),250,32,10.15625,heteromeric proteins,1
5WVO,5WVO_2_3,C,D,3,"C,D",5WVO_2,5WVO_3,2,3,DNA (cytosine-5)-methyltransferase 1,Histone H3.1,Homo sapiens (9606),Homo sapiens (9606),250,37,9.1254752851711,heteromeric proteins,2
5WKZ,5WKZ_1_2,H,L,2,"H,L",5WKZ_1,5WKZ_2,1,2,"Immunoglobulin heavy variable 1-69D,IgG H chain",Lambda-chain (AA -20 to 215),Homo sapiens (9606),Homo sapiens (9606),250,217,27.2479564032698,heteromeric proteins,1
5LDD,5LDD_2_3,"E,B","F,C",3,"E,B,F,C",5LDD_2,5LDD_3,2,3,Ccz1,Rab small monomeric GTPase-like protein,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (759272),Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (759272),250,207,21.2201591511936,heteromeric proteins,2
1AUT,1AUT_1_2,C,L,2,"C,L",1AUT_1,1AUT_2,1,2,ACTIVATED PROTEIN C,ACTIVATED PROTEIN C,Homo sapiens (9606),Homo sapiens (9606),250,114,19.344262295082,homomeric proteins,1
6P8E,6P8E_1_3,A,C,3,"A,C",6P8E_1,6P8E_3,1,3,G1/S-specific cyclin-D1,Cyclin-dependent kinase inhibitor 1B,Homo sapiens (9606),Homo sapiens (9606),249,72,16.304347826087,heteromeric proteins,1
5MX5,5MX5_1_2,"E,C,H,J,L,N,A,G","M,K,D,F,I,B",2,"E,C,H,J,L,N,A,G,M,K,D,F,I,B",5MX5_1,5MX5_2,1,2,Proteasome activator complex subunit 1,Proteasome activator complex subunit 2,Mus musculus (10090),Mus musculus (10090),249,239,40.6340057636888,heteromeric proteins,1
3AXJ,3AXJ_1_2,A,B,2,"A,B",3AXJ_1,3AXJ_2,1,2,GM27569p,"Translin associated factor X, isoform B",Drosophila melanogaster (7227),Drosophila melanogaster (7227),249,298,24.3181818181818,heteromeric proteins,1
2RG9,2RG9_1_2,A,B,2,"A,B",2RG9_1,2RG9_2,1,2,Beta-galactoside-specific lectin 1 chain A isoform 1,Beta-galactoside-specific lectin 1 chain B,Viscum album (3972),Viscum album (3972),249,263,22.1957040572792,heteromeric proteins,1
1SZ6,1SZ6_1_2,A,B,2,"A,B",1SZ6_1,1SZ6_2,1,2,RRNA N-GLYCOSIDASE A CHAIN,BETA-GALACTOSIDE SPECIFIC LECTIN I B CHAIN,Viscum album (3972),Viscum album (3972),249,263,23.3734939759036,heteromeric proteins,1
6ZDT,6ZDT_1_2,A,B,2,"A,B",6ZDT_1,6ZDT_2,1,2,rRNA 2'-O-methyltransferase fibrillarin,Nucleolar protein 56,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),248,168,23.4421364985163,heteromeric proteins,1
6OCF,6OCF_1_2,A,B,2,"A,B",6OCF_1,6OCF_2,1,2,Tubulinyl-Tyr carboxypeptidase 1,Small vasohibin-binding protein,Homo sapiens (9606),Homo sapiens (9606),248,49,13.7931034482759,heteromeric proteins,1
5LF4,5LF4_3_12,"Q,C","Z,L",12,"Q,C,Z,L",5LF4_3,5LF4_12,3,12,Proteasome subunit alpha type-7,Proteasome subunit beta type-1,Homo sapiens (9606),Homo sapiens (9606),248,213,22.9333333333333,heteromeric proteins,3
5LF4,5LF4_3_13,"Q,C","M,a",13,"Q,C,M,a",5LF4_3,5LF4_13,3,13,Proteasome subunit alpha type-7,Proteasome subunit beta type-4,Homo sapiens (9606),Homo sapiens (9606),248,219,22.5721784776903,heteromeric proteins,3
4ONS,4ONS_1_2,"A,C","B,D",2,"A,C,B,D",4ONS_1,4ONS_2,1,2,Catenin alpha-2,Catenin beta-1,Mus musculus (10090),Mus musculus (10090),248,88,16.6666666666667,heteromeric proteins,1
4AXG,4AXG_1_2,"A,B","C,D",2,"A,B,C,D",4AXG_1,4AXG_2,1,2,EUKARYOTIC TRANSLATION INITIATION FACTOR 4E,PROTEIN CUP,DROSOPHILA MELANOGASTER (7227),DROSOPHILA MELANOGASTER (7227),248,130,18.8679245283019,heteromeric proteins,1
3F5C,3F5C_1_2,A,"B,C",2,"A,B,C",3F5C_1,3F5C_2,1,2,Nuclear receptor subfamily 5 group A member 2,Nuclear receptor subfamily 0 group B member 1,Mus musculus (10090),Mus musculus (10090),248,268,23.1503579952267,heteromeric proteins,1
7F4L,7F4L_2_3,"B,C,D","F,E,D",3,"B,C,D,F,E,D",7F4L_2,7F4L_3,2,3,MT-a70 family protein,p1 protein,Tetrahymena thermophila SB210 (312017),Tetrahymena thermophila SB210 (312017),247,309,21.9298245614035,heteromeric proteins,2
7DG2,7DG2_1_2,A,C,2,"A,C",7DG2_1,7DG2_2,1,2,Non-structural maintenance of chromosomes element 1 homolog,MAGE domain-containing protein,Xenopus laevis (8355),Xenopus laevis (8355),247,217,22.1052631578947,heteromeric proteins,1
7DG2,7DG2_1_3,A,"C,D",3,"A,C,D",7DG2_1,7DG2_3,1,3,Non-structural maintenance of chromosomes element 1 homolog,Non-structural maintenance of chromosomes element 4,Xenopus laevis (8355),Xenopus laevis (8355),247,79,16.0142348754448,heteromeric proteins,1
5KWY,5KWY_1_2,"A,B","C,D",2,"A,B,C,D",5KWY_1,5KWY_2,1,2,Niemann-Pick C1 protein,Epididymal secretory protein E1,Homo sapiens (9606),Homo sapiens (9606),247,133,18.380062305296,heteromeric proteins,1
8D58,8D58_1_2,A,B,2,"A,B",8D58_1,8D58_2,1,2,tRNA (guanine-N(7)-)-methyltransferase,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4,Homo sapiens (9606),Homo sapiens (9606),246,405,20.5555555555556,heteromeric proteins,1
5JKC,5JKC_1_2,A,B,2,"A,B",5JKC_1,5JKC_2,1,2,Izumo sperm-egg fusion protein 1,Sperm-egg fusion protein Juno,Homo sapiens (9606),Homo sapiens (9606),246,221,26.5582655826558,heteromeric proteins,1
5HQP,5HQP_1_2,"A,B","C,D",2,"A,B,C,D",5HQP_1,5HQP_2,1,2,Peroxiredoxin-4,Endoplasmic reticulum resident protein 44,Homo sapiens (9606),Homo sapiens (9606),246,382,21.7054263565891,heteromeric proteins,1
5F74,5F74_1_2,A,B,2,"A,B",5F74_1,5F74_2,1,2,14-3-3 protein beta/alpha,Carbohydrate-responsive element-binding protein,Mus musculus (10090),Rattus norvegicus (10116),246,196,19.1374663072776,heteromeric proteins,1
4GUX,4GUX_1_2,"A,B,C","F,E,D",2,"A,B,C,F,E,D",4GUX_1,4GUX_2,1,2,Cationic trypsin,Trypsin inhibitor 2,Bos taurus (9913),Momordica cochinchinensis (3674),246,34,10.2362204724409,heteromeric proteins,1
3TKS,3TKS_1_2,"A,B","C,D",2,"A,B,C,D",3TKS_1,3TKS_2,1,2,Peroxiredoxin-4,Peroxiredoxin-4,Homo sapiens (9606),Homo sapiens (9606),246,246,100,homomeric proteins,1
2WP8,2WP8_2_3,B,J,3,"B,J",2WP8_2,2WP8_3,2,3,EXOSOME COMPLEX COMPONENT SKI6,EXOSOME COMPLEX EXONUCLEASE DIS3,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),246,977,16.034155597723,heteromeric proteins,2
1IRU,1IRU_1_2,"A,O","B,P",2,"A,O,B,P",1IRU_1,1IRU_2,1,2,20S proteasome,20S proteasome,Bos taurus (9913),Bos taurus (9913),246,233,31.5934065934066,homomeric proteins,1
6VRN,6VRN_4_1,"E,D",A,1,"E,D,A",6VRN_4,6VRN_1,4,1,"TCR repeptor 38-10, beta chain",MHC class I antigen,Homo sapiens (9606),Homo sapiens (9606),245,293,22.2727272727273,heteromeric proteins,4
6BD2,6BD2_1_2,"A,B",C,2,"A,B,C",6BD2_1,6BD2_2,1,2,14-3-3 protein theta,"Insulin receptor substrate protein of 53 kDa, peptide (IRSp53)",Homo sapiens (9606),Homo sapiens (9606),245,38,12.3015873015873,heteromeric proteins,1
6AVG,6AVG_3_4,"E,G,C,D","F,D,G,H",4,"E,G,C,D,F,D,G,H",6AVG_3,6AVG_4,3,4,"T-cell receptor beta variable 9,TCR beta chain","HLA class I histocompatibility antigen, B-7 alpha chain",Homo sapiens (9606),Homo sapiens (9606),245,362,21.4,heteromeric proteins,3
6AT6,6AT6_1_2,"A,B","A,B",2,"A,B,A,B",6AT6_1,6AT6_2,1,2,"T-cell receptor beta variable 28, Human nkt tcr beta chain chimera","T-cell receptor alpha variable 4, T-cell receptor, sp3.4 alpha chain chimera",Homo sapiens (9606),Homo sapiens (9606),245,208,24.1095890410959,heteromeric proteins,1
5OBT,5OBT_1_2,"A,B,D","F,E,B",2,"A,B,D,F,E,B",5OBT_1,5OBT_2,1,2,Vacuolar-processing enzyme gamma-isozyme,Vacuolar-processing enzyme gamma-isozyme,Arabidopsis thaliana (3702),Arabidopsis thaliana (3702),245,51,13.8461538461538,homomeric proteins,1
5NCM,5NCM_1_2,A,B,2,"A,B",5NCM_1,5NCM_2,1,2,CBK1 kinase activator protein MOB2,Serine/threonine-protein kinase CBK1,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),245,105,17.4496644295302,heteromeric proteins,1
5J4Q,5J4Q_1_2,A,B,2,"A,B",5J4Q_1,5J4Q_2,1,2,Chymotrypsinogen A,Bowman-Birk type proteinase inhibitor,Bos taurus (9913),Glycine max (3847),245,71,12.0567375886525,heteromeric proteins,1
5D7J,5D7J_2_3,"B,H","E,C",3,"B,H,E,C",5D7J_2,5D7J_3,2,3,M33.64 TCR Beta Chain,Major histocompatibility complex class I-related gene protein,Homo sapiens (9606),Homo sapiens (9606),245,271,22.2748815165877,heteromeric proteins,2
4JE3,4JE3_1_2,A,B,2,"A,B",4JE3_1,4JE3_2,1,2,Central kinetochore subunit IML3,Central kinetochore subunit CHL4,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),245,101,21.4035087719298,heteromeric proteins,1
3VU9,3VU9_1_2,A,B,2,"A,B",3VU9_1,3VU9_2,1,2,Platinum sensitivity protein 3,Chromosome segregation in meiosis protein 2,Saccharomyces cerevisiae (559292),Saccharomyces cerevisiae (559292),245,213,25.1366120218579,heteromeric proteins,1
2WH0,2WH0_1_2,"A,B,C,D","R,Q",2,"A,B,C,D,R,Q",2WH0_1,2WH0_2,1,2,14-3-3 PROTEIN ZETA/DELTA,"PROTEIN KINASE C EPSILON TYPE, NPKC-EPSILON",HOMO SAPIENS (9606),HOMO SAPIENS (9606),245,31,9.52380952380952,heteromeric proteins,1
1T8O,1T8O_1_2,"A,C","B,D",2,"A,C,B,D",1T8O_1,1T8O_2,1,2,Chymotrypsin A,Pancreatic trypsin inhibitor,Bos taurus (9913),Bos taurus (9913),245,58,13.9097744360902,heteromeric proteins,1
1IB1,1IB1_1_2,"A,B,C,D","F,E,G,H",2,"A,B,C,D,F,E,G,H",1IB1_1,1IB1_2,1,2,14-3-3 ZETA ISOFORM,SEROTONIN N-ACETYLTRANSFERASE,Homo sapiens (9606),Ovis aries (9940),245,200,18.9839572192513,heteromeric proteins,1
1EZV,1EZV_4_7,D,"F,G",7,"D,F,G",1EZV_4,1EZV_7,4,7,CYTOCHROME C1,UBIQUINOL-CYTOCHROME C REDUCTASE COMPLEX 14 KD PROTEIN,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),245,125,18.9710610932476,heteromeric proteins,4
1CO7,1CO7_1_2,E,I,2,"E,I",1CO7_1,1CO7_2,1,2,TRYPSIN II,BOVINE PANCREATIC TRYPSIN INHIBITOR,Rattus norvegicus (10116),Bos taurus (9913),245,99,17.4061433447099,heteromeric proteins,1
7U0T,7U0T_1_2,A,B,2,"A,B",7U0T_1,7U0T_2,1,2,"Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform,Calcineurin subunit B type 1 fusion",Peptidylprolyl isomerase,Homo sapiens (9606),Homo sapiens (9606),244,150,26.6881028938907,heteromeric proteins,1
7SU9,7SU9_2_3,"E,B","A,C",3,"E,B,A,C",7SU9_2,7SU9_3,2,3,TCR9a beta chain,MHC class I antigen,Homo sapiens (9606),Homo sapiens (9606),244,280,21.8604651162791,heteromeric proteins,2
7DZN,7DZN_4_5,D,E,5,"D,E",7DZN_4,7DZN_5,4,5,beta chain T18A TCR,alpha chain T18A TCR,Homo sapiens (9606),Homo sapiens (9606),244,204,24.4444444444444,heteromeric proteins,4
7DSA,7DSA_2_3,B,C,3,"B,C",7DSA_2,7DSA_3,2,3,F-actin-capping protein subunit beta isoforms 1,Myotrophin,Gallus gallus (9031),Homo sapiens (9606),244,123,21.1221122112211,heteromeric proteins,2
6U3N,6U3N_2_4,"E,B","B,D",4,"E,B,B,D",6U3N_2,6U3N_4,2,4,"T-CELL RECEPTOR, LS2.8/3.15 beta",MHC class II HLA-DQ-beta-1,Homo sapiens (9606),Homo sapiens (9606),244,206,21.9512195121951,heteromeric proteins,2
4R67,4R67_1_7,"O,A,q,c","i,U,G,w",7,"O,A,q,c,i,U,G,w",4R67_1,4R67_7,1,7,Proteasome subunit alpha type-6,Proteasome subunit alpha type-3,Homo sapiens (9606),Homo sapiens (9606),244,245,29.023746701847,heteromeric proteins,1
4R67,4R67_1_5,"O,A,q,c","E,g,S,u",5,"O,A,q,c,E,g,S,u",4R67_1,4R67_5,1,5,Proteasome subunit alpha type-6,Proteasome subunit alpha type-5,Homo sapiens (9606),Homo sapiens (9606),244,234,27.1276595744681,heteromeric proteins,1
